Cell,Type,Value
E18_2_C11,Stromal cell_Inmt high(Lung-Mesenchyme),0.125602939270097
E18_2_C11,Stromal cell_Aspn high(Lung-Mesenchyme),0.122302542744501
E18_2_C11,Ependymocytes(Arc-Me),0.117836376542872
E18_3_C26,AT2 Cell(Lung),0.507648302223327
E18_3_C26,Alveolar bipotent progenitor(Lung),0.422715126809819
E18_3_C26,Dividing cells(Lung),0.393249189383241
E18_3_C26,Clara Cell(Lung),0.379430404621953
E18_3_C26,AT1 Cell(Lung),0.365933469098255
E18_3_C26,Ciliated cell(Lung),0.340371495075045
E18_3_C26,Epithelial cell_Sftpc high(Fetal_Lung),0.322881201722035
E18_3_C26,Stromal cell_Inmt high(Lung),0.272985579596427
E18_3_C26,Epithelial Cells(Lung-Mesenchyme),0.211224262828692
E18_3_C26,Ependymocytes(Arc-Me),0.177239400133961
E18_3_C26,Stromal cell_Inmt high(Lung-Mesenchyme),0.170627140176728
E18_3_C26,Stromal cell_Aspn high(Lung-Mesenchyme),0.16914238141283
E18_3_C82,AT2 Cell(Lung),0.485268865462897
E18_3_C82,Alveolar bipotent progenitor(Lung),0.441255507456763
E18_3_C82,Dividing cells(Lung),0.383139473184987
E18_3_C82,Clara Cell(Lung),0.370996222808892
E18_3_C82,AT1 Cell(Lung),0.364874250012044
E18_3_C82,Ciliated cell(Lung),0.337955664991818
E18_3_C82,Epithelial cell_Sftpc high(Fetal_Lung),0.316451157521155
E18_3_C82,Stromal cell_Inmt high(Lung),0.275228764462963
E18_3_C82,Epithelial Cells(Lung-Mesenchyme),0.19201957005552
E18_3_C82,Ependymocytes(Arc-Me),0.174242427730889
E18_3_C82,Stromal cell_Inmt high(Lung-Mesenchyme),0.172944933448946
E18_3_C82,Stromal cell_Aspn high(Lung-Mesenchyme),0.167772965413839
E18_1_C45,AT2 Cell(Lung),0.479104403342866
E18_1_C45,Alveolar bipotent progenitor(Lung),0.447364858085373
E18_1_C45,Dividing cells(Lung),0.384749512269471
E18_1_C45,AT1 Cell(Lung),0.361326578270666
E18_1_C45,Clara Cell(Lung),0.361081253395465
E18_1_C45,Epithelial cell_Sftpc high(Fetal_Lung),0.332934491180831
E18_1_C45,Ciliated cell(Lung),0.328979999408183
E18_1_C45,Stromal cell_Inmt high(Lung),0.26844657472893
E18_1_C45,Epithelial Cells(Lung-Mesenchyme),0.186857777930615
E18_1_C45,Stromal cell_Inmt high(Lung-Mesenchyme),0.167254530360251
E18_1_C45,Stromal cell_Aspn high(Lung-Mesenchyme),0.161615527298412
E18_1_C45,Ependymocytes(Arc-Me),0.146942054723897
E18_2_C72,AT2 Cell(Lung),0.454451581272215
E18_2_C72,Alveolar bipotent progenitor(Lung),0.407387030331769
E18_2_C72,Dividing cells(Lung),0.359168091970954
E18_2_C72,AT1 Cell(Lung),0.344135776758126
E18_2_C72,Clara Cell(Lung),0.333104220278284
E18_2_C72,Ciliated cell(Lung),0.293014100404931
E18_2_C72,Epithelial cell_Sftpc high(Fetal_Lung),0.257719086658096
E18_2_C72,Stromal cell_Inmt high(Lung),0.23624802033964
E18_2_C72,Epithelial Cells(Lung-Mesenchyme),0.149728486650313
E18_2_C72,Stromal cell_Inmt high(Lung-Mesenchyme),0.111612146295488
E18_2_C72,Stromal cell_Aspn high(Lung-Mesenchyme),0.101440021289719
E18_2_C72,Ependymocytes(Arc-Me),0.0858978274443921
E18_1_C44,AT2 Cell(Lung),0.434882865847895
E18_1_C44,Alveolar bipotent progenitor(Lung),0.377070620505821
E18_1_C44,Dividing cells(Lung),0.346733758716523
E18_1_C44,AT1 Cell(Lung),0.33007621602738
E18_1_C44,Clara Cell(Lung),0.316401023333498
E18_1_C44,Ciliated cell(Lung),0.295322115954221
E18_1_C44,Epithelial cell_Sftpc high(Fetal_Lung),0.266063004322047
E18_1_C44,Stromal cell_Inmt high(Lung),0.236488035692529
E18_1_C44,Epithelial Cells(Lung-Mesenchyme),0.133421097053618
E18_1_C44,Ependymocytes(Arc-Me),0.132222511148951
E18_1_C44,Stromal cell_Aspn high(Lung-Mesenchyme),0.125098622486596
E18_1_C44,Stromal cell_Inmt high(Lung-Mesenchyme),0.123230729847861
E18_1_C08,AT2 Cell(Lung),0.485966438261515
E18_1_C08,Alveolar bipotent progenitor(Lung),0.427753860225422
E18_1_C08,Dividing cells(Lung),0.391448770040119
E18_1_C08,Clara Cell(Lung),0.370899331723109
E18_1_C08,AT1 Cell(Lung),0.350576737081349
E18_1_C08,Ciliated cell(Lung),0.328021913836978
E18_1_C08,Epithelial cell_Sftpc high(Fetal_Lung),0.326449992457898
E18_1_C08,Stromal cell_Inmt high(Lung),0.249554648310782
E18_1_C08,Epithelial Cells(Lung-Mesenchyme),0.158547384467386
E18_1_C08,Ependymocytes(Arc-Me),0.144713448531406
E18_1_C08,Stromal cell_Inmt high(Lung-Mesenchyme),0.130457702741105
E18_1_C08,Stromal cell_Aspn high(Lung-Mesenchyme),0.130052245420138
E18_1_C11,AT2 Cell(Lung),0.474339707121131
E18_1_C11,Alveolar bipotent progenitor(Lung),0.41011628963322
E18_1_C11,Dividing cells(Lung),0.374576877783577
E18_1_C11,Clara Cell(Lung),0.366342276884551
E18_1_C11,Epithelial cell_Sftpc high(Fetal_Lung),0.34310897901065
E18_1_C11,AT1 Cell(Lung),0.325813647799738
E18_1_C11,Ciliated cell(Lung),0.318739976491003
E18_1_C11,Stromal cell_Inmt high(Lung),0.250228444055579
E18_1_C11,Epithelial Cells(Lung-Mesenchyme),0.179470333893751
E18_1_C11,Stromal cell_Inmt high(Lung-Mesenchyme),0.158623398105853
E18_1_C11,Ependymocytes(Arc-Me),0.158073554542957
E18_1_C11,Stromal cell_Aspn high(Lung-Mesenchyme),0.156358438259495
E18_3_C41,AT2 Cell(Lung),0.465500578422432
E18_3_C41,Alveolar bipotent progenitor(Lung),0.38813753788594
E18_3_C41,Dividing cells(Lung),0.367756295387845
E18_3_C41,Clara Cell(Lung),0.338350911890752
E18_3_C41,AT1 Cell(Lung),0.329218996275828
E18_3_C41,Epithelial cell_Sftpc high(Fetal_Lung),0.319218329618702
E18_3_C41,Ciliated cell(Lung),0.278727221794113
E18_3_C41,Stromal cell_Inmt high(Lung),0.236792908463186
E18_3_C41,Epithelial Cells(Lung-Mesenchyme),0.163340522966139
E18_3_C41,Ependymocytes(Arc-Me),0.152784756786286
E18_3_C41,Stromal cell_Inmt high(Lung-Mesenchyme),0.131613746097046
E18_3_C41,Stromal cell_Aspn high(Lung-Mesenchyme),0.11993050755868
E18_1_C13,AT2 Cell(Lung),0.47999644132532
E18_1_C13,Alveolar bipotent progenitor(Lung),0.421284042406636
E18_1_C13,Clara Cell(Lung),0.363394431497404
E18_1_C13,Dividing cells(Lung),0.362868405561375
E18_1_C13,AT1 Cell(Lung),0.327433177760193
E18_1_C13,Ciliated cell(Lung),0.310552178292413
E18_1_C13,Epithelial cell_Sftpc high(Fetal_Lung),0.300745598030395
E18_1_C13,Stromal cell_Inmt high(Lung),0.227295903344841
E18_1_C13,Epithelial Cells(Lung-Mesenchyme),0.133245980972999
E18_1_C13,Ependymocytes(Arc-Me),0.129086904250944
E18_1_C13,Stromal cell_Inmt high(Lung-Mesenchyme),0.123297965698882
E18_1_C13,Stromal cell_Aspn high(Lung-Mesenchyme),0.111650304941164
